correcteds,correctors,created_at,PASS,Highest C Piscine,Final exam score,Number of group assignments,level,penalty
84,113,7,1,8,100,3,10.54,0
87,100,7,1,13,100,4,15.72,0
100,132,7,1,11,100,4,14.65,0
2,5,2,0,0,,1,0.55,0
39,49,7,1,11,100,4,14.38,0
113,128,7,1,11,100,3,13.82,0
87,75,7,1,11,100,4,15.39,0
120,154,7,1,11,100,4,15.38,1
124,129,7,1,11,100,4,13.3,0
49,88,6,1,11,100,4,13.79,0
70,75,6,1,11,100,4,14.66,0
81,90,6,1,11,100,4,13.72,0
93,104,6,1,11,100,3,14.96,0
44,55,6,1,11,100,3,13.43,0
65,88,6,1,8,100,4,13.24,0
75,89,6,1,11,100,4,13.82,0
115,104,6,1,13,100,1,13.02,0
23,22,2,0,3,0,2,1.77,0
141,149,6,1,13,100,4,16.37,0
81,98,6,1,11,100,3,14.53,0
47,50,6,1,7,100,3,7.73,0
128,127,6,1,8,100,4,9.75,0
80,85,6,1,11,100,3,11.46,0
200,200,6,1,13,100,4,12.93,1
156,124,6,1,11,100,4,12.49,0
140,159,6,1,11,100,4,14.11,0
101,131,5,1,11,100,4,13.08,0
51,68,5,1,11,100,4,11.82,0
56,54,5,1,8,100,2,11.17,0
67,87,5,1,8,100,2,9.7,0
61,62,5,1,11,100,3,13.02,0
178,133,5,1,8,100,3,9.92,0
161,131,5,1,9,100,4,8.96,0
90,96,5,1,11,100,4,11.52,0
35,40,5,1,10,100,2,11.37,0
1,0,2,0,0,,0,0,0
0,0,2,0,0,,0,0,0
145,113,5,1,11,100,4,13.05,0
68,86,5,1,11,100,4,12.32,0
87,74,4,1,11,100,4,13.14,0
78,82,4,1,11,100,4,11.47,0
72,76,4,1,9,100,2,10.06,0
69,76,4,1,11,100,4,12.64,0
115,109,4,1,11,100,4,13.43,0
70,78,4,1,11,100,4,13.63,0
84,94,4,1,13,100,4,14.33,0
52,60,4,1,11,100,4,13.22,0
77,98,4,1,11,100,3,12.37,0
70,89,4,1,11,100,4,13.18,0
39,37,2,0,6,42,2,5.58,0
84,109,3,1,11,100,2,11.84,0
79,76,3,1,10,100,4,12.04,0
113,138,3,1,10,100,4,12.44,0
63,85,3,1,10,100,4,11.69,0
200,172,3,1,13,100,4,14.54,0
123,138,3,1,11,100,4,14.44,0
68,76,3,1,11,100,3,12.34,0
84,69,3,1,8,100,3,10.1,1
93,77,3,1,12,100,4,13.9,0
42,48,3,1,11,100,4,12.2,0
110,101,3,1,11,100,4,13.78,0
107,118,3,1,11,100,4,12.91,0
72,87,2,1,13,100,4,14.08,0
89,81,2,1,11,100,3,10.6,0
119,137,2,1,13,100,4,12.4,0
83,90,2,1,11,100,4,11.99,0
200,134,2,1,11,100,3,10.92,0
200,152,2,1,13,100,4,15.19,0
58,63,2,1,13,100,4,11.88,0
85,99,2,1,11,100,3,11.28,0
103,120,2,1,11,100,4,12.94,0
0,0,4,1,0,,0,0,0
